entrytype,entrysubtype,key,title,author,editor,sortname,journaltitle,booktitle,series,organization,presort,url,date,urldate,isbn,issn,publisher,location,pages,volume,number,keywords,addendum,abstract,annotation,SS Rec Type,SS UID,Link Text,Larger Work,ID,Type,Orig Date,,,,
inbook,,gill1996,The Gurmukhi Script,Harjeet Singh Gill,Peter T. Daniels and William Bright,Gill,,The World's Writing Systems,,,,,1996,,0-19-507993-0,,Oxford University Press,Oxford,395-398,,,script-guru,,,,booksectn,pbl94kr2n2,,The World's Writing Systems,0-19-507993-0,,1996,,,,
misc,,gippert,Avestan Samples,Jost Gippert,,Gippert,,,,,,http://titus.fkidg1.uni-frankfurt.de/didact/idg/iran/avest/avestbs.htm,,2011-09-27,,,,,,,,script-avst,,,"This page, from the TITUS project at the University of Hamburg, provides samples of Avestan texts with translations in either German or English.",webpage,gxlexedxch,Avestan Samples,TITUS,,,Accessed 2011-09-27,,,,
online,f,git,Git,,,,,,,,,https://git-scm.com/,,2025-11-19,,,,,,,,"fonts, font tools",,,,,,,,,,,,,,
online,f,github,Github,,,,,,,,,https://github.com/,,2025-11-19,,,,,,,,"fonts, font tools",,,,,,,,,,,,,,
online,,glot,Ahom Script,Simon Ager,,Ager,,,,Omniglot,30,http://www.omniglot.com/writing/ahom.htm,,2010-07-02,,,,,,,,script-ahom,,,,webpage,xqulfdawzx,Ahom Script,Omniglot,,,Accessed 2 July 2010,,,,
online,f,glyphs,Glyphs,,,,,,,,,https://glyphsapp.com/,,2025-11-19,,,,,,,,"fonts, font tools",,,,,,,,,,,,,,
online,f,glyphs-format,Glyphs File Format,,,,,,,,,https://github.com/schriftgestalt/GlyphsSDK/tree/Glyphs3/GlyphsFileFormat,,2025-11-19,,,,,,,,"fonts, font tools",,,,,,,Github,,,,,,,
online,f,glyphs-nice-names,Getting your glyph names right,,,,,,,Glyphs,,https://glyphsapp.com/learn/getting-your-glyph-names-right,,2025-11-19,,,,,,,,"fonts, font tools",,,,,,,Glyphs,,,,,,,
online,f,glyphs-vertical-metrics,Vertical metrics,,,,,,,Glyphs,,https://glyphsapp.com/learn/vertical-metrics,,2025-11-19,,,,,,,,"fonts, font tools",,,,,,,Glyphs,,,,,,,
online,f,glyphslib,glyphsLib,,,,,,,,,https://github.com/googlefonts/glyphsLib,,2025-11-19,,,,,,,,"fonts, font tools",A bridge from Glyphs source files (.glyphs) to UFOs,,,,,,Github,,,,,,,
article,,gnanadesikan2012,"Maldivian Thaana, Japanese kana, and the representation of moras in writing",A. E. Gnanadesikan,,Gnanadesikan,Writing Systems Research,,,,,http://www.tandfonline.com/10.1080/17586801.2012.693459,2012,,,,,,91-102,4,1,"script-thaa, script-hira, script-kana, script-hrkt, lang-jpn, lang-div",,"Thaana, the script used to write the Maldivian language Dhivehi, represents the segments—the individual vowels and consonants—of the language but also notates the mora count of its syllables by assigning long vowels two vowel marks each and by using an absence-of-vowel mark on syllable-final consonants. The two Japanese kana—hiragana and katakana—do not represent individual segments, but they too notate mora count by giving long vowels two signs and by using signs for syllable-final consonants. In both languages, the kinds of consonants that can occur syllable finally are severely restricted. It is the presence or absence of such a consonant, rather than the identity of the consonant, that is important. Using a writing system that represents mora count thus makes sense in both languages. Yet Thaana and the two kana otherwise work on different principles, so it is not adequate to call them simply moraic writing systems. This prompts an expansion of the inventory of script types: Thaana is a moraic alphabet and the kana are moraic syllabaries.","This article explores the way in which Maldivian Thaana and Japanese kana represent the mora count of syllables, and proposes an expansion of the inventory of script types to include moraic alphabets and moraic syllabaries.",journal,sf6bdnv34e,"Maldivian Thaana, Japanese kana, and the representation of moras in writing",Writing Systems Research,,,2012,,,,
inbook,,goerwitz1996,The Jewish Scripts,Richard L. Goerwitz,Peter T. Daniels and William Bright,Goerwitz,,The World's Writing Systems,,,,,1996,,0-19-507993-0,,Oxford University Press,Oxford,487-498,,,script-hebr,,,,booksectn,rxsu8j4yc3,,The World's Writing Systems,0-19-507993-0,,1996,,,,
online,,gogate2015,Marathi language resources,M. N. Gogate,,Gogate,,,,,,http://www.mngogate.com/,2015-01-01,,,,,,,,,lang-mar,,,"M N Gogate's website includes a number of articles about the Marathi language and culture.  Some of the articles are written in English, some in Marathi.",webpage,ewmaayplvx,M N Gogate's Website,,,,Website updated 2015-01-01,,,,
book,,goldstein1991,Essentials of Modern Literary Tibetan,Melvyn C. Goldstein,,Goldstein,,,,,,,1991,,,,University of California Press,Los Angeles,,,,"script-tibt, lang-bod, lang-xct",,,"This is a reading course and reference grammar designed to help students of Tibetan master not only the multiplicity of Tibetan grammatical markers and particles, but also to develop the skills to cope with the semantic component of Tibetan grammar. The book is not intended to be a textbook of spoken Tibetan, therefore instruction focuses on the written form of the language. Two chapters are devoted to presenting the letters of the alphabet with a description of how they are pronounced.",book,w7kuaw76hx,,,,,1991,,,,
inbook,,govindaraju2009,The Malayalam Script,Venu Govindaraju and Srirangaraj Setlur,,Govindaraju,,Guide to OCR for Indic Scripts,,,,,2009,,,,Springer-Verlag,London,127-130,,,script-mlym,,,,booksectn,lkyz29mdz8,,Guide to OCR for Indic Scripts,,,2009,,,,
online,f,graphite,Graphite,,,,,,,,,https://graphite.sil.org/,,2025-11-19,,,,,,,,"fonts, font tools, rendering, graphite",,,,,,,,,,,,,,
online,f,graphite-gdl,Graphite Description Language,,,,,,,,,https://github.com/silnrsi/grcompiler/blob/master/doc/GDL.pdf,,2025-11-19,,,,,,,,"fonts, font tools, rendering, graphite",,,,,,,Github,,,,,,,
inbook,,greenfield2003,The Mi'kmaq Hieroglyphic Prayer Book: Writing and Christianity in Maritime Canada 1675-1921,Bruce Greenfield,Edward G. Gray and Norman Fiering,Greenfield,,"The Language Encounter in the Americas, 1492-1800: a collection of essays",,,,,2003,,,,The John Carter Brown Library,"Providence, RI",189-214,,,script-qabg,,,,booksectn,gz8eha2cjz,,"The Language Encounter in the Americas, 1492-1800: a collection of essays",,,2003,,,,
book,,gregersen1977a,Language in Africa: an introductory survey,Edgar A. Gregersen,,Gregersen,,,,,,,1977,,,,Gordon and Breach,New York,,,,script-loma,,,,book,cdh69cf962,,,,,1977,,,,
inbook,,gregersen1977b,African Writing Systems,Edgar A. Gregersen,,Gregersen,,Language in Africa: an introductory survey,,,,,1977,,0-677-04380-5,,Gordon and Breach,New York,187-189,,,script-vaii,,,,booksectn,he8c2a73dc,,Language in Africa: an introductory survey,0-677-04380-5,,1977,,,,
misc,,gulzar2006,Nastaleeq Support in TeX (Omega),Atif Gulzar,,Gulzar,,,,,,http://www.cle.org.pk/Publication/theses/2006/nastaleeq_Support_in_TeX_%28Omega%29.pdf,2006-12-01,,,,National University of Computer & Emerging Sciences,Lahore,,,,"script-aran, fonts, rendering",,"With the advent of multi-lingual concept in computer systems, different solution has been proposed and implemented. But most of these are not matured enough or has platform barriers. The most promising solutions are OpenType® by Microsoft and Adobe, and Apple Advanced Typography by Apple Inc. The OpenType® specifications are open source, in spite of that the support of OpenType® on different platforms is not mature and even not consistent among Microsoft and Adobe applications.(CR)(CR)Two different techniques have been adapted to digitize the Nastaleeq script. One is Ligature based approach and other is character based. Both approaches have their own limitations. The most dominating solution is ligature based Nori Nastaleeq font. But this font can only be run in proprietary software InPage®. And this software can only be run in a MS Windows environment. The other promising solution is character based Nafees Nastaleeq font. This font uses OpenType® technology to generate ligatures. OpenType® solution is very slow for Nastaleeq script and has limitations for proportional spacing and justification.(CR)(CR)TeX is a revolutionary typesetting system developed by Donald Knuth in 1980s. It is a defecto standard for many scientific and mathematic publications. TeX was mainly aimed at typesetting mathematics and English text. Omega is an extension of TeX developed by John Plaice and Yannis Haralambous. Its first release, aims primarily at improving TeX's multilingual abilities. Omega allows multiple inputs and output character sets, and uses programmable filters to translate from one encoding to another, to perform contextual analysis. The pixel level control of TeX over glyphs and filtering approach of Omega suits them best for complex scripts like Nastaleeq.",This thesis goes into great detail about how the Nastaleeq style of Arabic script works. It is a useful read for anyone interested in implementing support for Nastaleeq.,academic,qyvp9gt8la,,,,dissertation/thesis,December 2006,,,,
article,,gulzar2007,Nastaleeq: A challenge accepted by Omega,Atif Gulzar and Shafiq ur Rahman,,Gulzar,TUGboat,,,,,http://www.tug.org/TUGboat/tb29-1/tb91gulzar.pdf,2007,,,,,,89-94,29,1,"script-aran, lang-urd, fonts, rendering",,"Urdu is the lingua franca as well as the national language of Pakistan. It is based on Arabic script, and Nastaleeq is its default writing style. The complexity of Nastaleeq makes it one of the world's most challenging writing styles. Nastaleeq has a strong contextual dependency. It is a cursive writing style and is written diagonally from right to left. The overlapping shapes make the nuqta (dots) and kerning problem even harder.(CR)(CR)With the advent of multilingual support in computer systems, different solutions have been proposed and implemented. But most of these are immature or platform-specific. This paper discusses the complexity of Nastaleeq and a solution that uses Omega as the typesetting engine for rendering Nastaleeq.","This article is written from the perspective of an Omega software solution for the Nastaleeq script. However, some of the solutions could prove to be useful in other software environments.",journal,shheapkmqr,,TUGBoat,,,2007,,,,
online,,gurmukhi-sikh,Gurmukhi - The Sikh Alphabet,,,,,,,,,http://www.sikhs.org/gurmukhi.htm,,2011-08-19,,,,,,,,"script-guru, lang-pnb, lang-pmu",,,This page provides a chart of Gurmukhi letters used for writing the Panjabi language. It also describes the development of the script.,webpage,zs34fv7md9,Gurmukhi - The Sikh Alphabet,,,,Accessed 2011-08-19,,,,
online,,gutman2013,Sanskrit,Alejandro Gutman and Beatriz Avanzati,,Gutman,,,,The Language Gulper,,http://www.languagesgulper.com/eng/Sanskrit.html,2013-05-06,,,,,,,,,"script-deva, lang-san",,,"This page lists the Devanagari characters used in Sanskrit, providing their transliteration and equivalents in the International Phonetic Alphabet. It explains the alphabetic order and gives a description of the language.",webpage,hv32kdubx9,The Language Gulper: Sanskrit,The Language Gulper,,,2013-05-06,,,,
inbook,,haas1969,The Bernard Shaw Alphabet,William Haas,,Haas,,Alphabets for English,,,,,1969,,,,Manchester University Press,"Manchester, UK",105-117,,,script-shaw,,,,booksectn,tarkza7vaf,,Alphabets for English,,,1969,,,,
inbook,,hadamitzky1997,The Kana,Wolfgang Hadamitzky and Mark Spahn,,Hadamitzky,,Kanji & Kana,,,,,1997,,,,Tuttle Publishing,Singapore,16-34,,,script-hrkt,,,,booksectn,z82gh584k2,,Kanji & Kana,,,1997,,,,
inbook,,hale1996,Ethiopic Writing,Getatchew Hale,Peter T. Daniels and William Bright,Hale,,The World's Writing Systems,,,,,1996,,0-19-507993-0,,Oxford University Press,Oxford,569-576,,,script-ethi,,,Summary article,booksectn,3cg3de97db,,The World's Writing Systems,0-19-507993-0,,1996,,,,
inbook,,hale2008,Pahlavi,Mark Hale,Roger D. Woodward,Hale,,The Ancient Languages of Asia and the Americas,,,,,2008,,978-0-521-68494-1,,Cambridge University Press,"Cambridge, UK",123-136,,,"script-phlp, script-phli, script-phlv",,,,booksectn,mvpa7qgdxq,,The Ancient Languages of Asia and the Americas,978-0-521-68494-1,,2008,,,,
online,,hamnosys,HamNoSys – Hamburg Notation System for Sign Languages,Thomas Hanke,,Hanke,,,,Academy of Sciences in Hamburg,,https://www.sign-lang.uni-hamburg.de/dgs-korpus/files/inhalt_pdf/HamNoSys_2018.pdf,,2023-08-03,,,,,,,,script-qabn,,,"Quite comprehensive HamNoSys documentation, describing the features of the script and how each element of signed language is represented.",webpage,wjjztgbzry,HamNoSys – Hamburg Notation System for Sign Languages,Academy of Sciences in Hamburg,,,Accessed 2023-08-03,,,,
inbook,,hannas1997,Korean,William C. Hannas,,Hannas,,Asia's Orthographic Dilemma,,,,,1997,,,,University of Hawai'i Press,Honolulu,51-72,,,script-hang,,,,booksectn,rwc2lnddhz,,Asia's Orthographic Dilemma,,,1997,,,,
misc,,haralambous,"From Unicode to Typography, a Case Study : the Greek Script",Yannis Haralambous,,Haralambous,,,,,,,,,,,Atelier Fluxus Virus,,,,,script-grek,,,"Written by the founder of Atelier Fluxus Virus, a typesetting company specializing in the typesetting of books with special needs, like dictionaries, critical editions, etc, a detailed and informative synthesis of the Greek script from a typographical point of view.",academic,tz9ucg6rx4,"From Unicode to Typography, a Case Study : the Greek Script",,,,,,,,
article,,haralambous1995,The traditional Arabic typecase extended to the Unicode set of glyphs,Yannis Haralambous,,Haralambous,Electronic Publishing,,,,,https://www.academia.edu/733363/The_traditional_Arabic_typecase_extended_to_the_Unicode_set_of_glyphs,1995,,,,,,111-123,8,2&3,script-arab,,,"Unicode, and other ‘universal’ encodings, have shown the need for adapting resources until now available only for major scripts, to the ‘ethnic’ extensions of these scripts. In this paper we describe such an example: the adaptation of the traditional Arabic typecase to the needs of other languages using the Arabic script.",journal,jzssjm6awg,,Electronic Publishing,,,June & September 1995,,,,
online,f,harfbuzz,harfbuzz,,,,,,,,,https://github.com/harfbuzz/harfbuzz/tree/master/src,,2025-11-19,,,,,,,,"fonts, rendering, opentype",,,,,,,Github,,,,,,,
online,f,harfbuzz-github,harfbuzz Wiki,,,,,,,,,https://github.com/harfbuzz/harfbuzz/wiki,,2025-11-19,,,,,,,,"fonts, rendering, opentype",,,,,,,Github,,,,,,,
online,f,harfbuzz-manpagez,What is HarfBuzz?,,,,,,,,,https://www.manpagez.com/html/harfbuzz/harfbuzz-8.4.0/what-is-harfbuzz.php,,2025-11-19,,,,,,,,"fonts, rendering, opentype",,,,,,,,,,,,,,
online,f,harfbuzz-sourceforge,HarfBuzz,,,,,,,SourceForge,,https://sourceforge.net/projects/harfbuzz.mirror/,,2025-11-19,,,,,,,,"fonts, rendering, opentype",,,,,,,,,,,,,,
book,,harris1997,Understanding Maya Inscriptions: A hieroglyph handbook,John F. Harris and Stephen K. Stearns,,Harris,,,,,,,1997,,,,The University of Pennsylvania Museum of Archaeology and Anthropology,Philadelphia,,,,script-maya,,,,book,vrmd8u22he,,,,,1997,,,,
book,,hartell1993,Alphabets of Africa,,Rhonda L. Hartell,Hartell,,,,,,,1993,,,,UNESCO and Summer Institute of Linguistics,Dakar,,,,"script-latn, lang-krs, lang-led, lang-swh, lang-vag, lang-lln, lang-bsq, lang-sil, lang-kus, lang-lee, lang-cko, lang-bex, lang-bas, lang-fuc, lang-ttq, lang-kri, lang-emk, lang-kdh, lang-sag, lang-sef, lang-lia, lang-mif, lang-any, lang-khq, lang-gde, lang-lgg, lang-gaa, lang-tik, lang-las, lang-mur, lang-dts, lang-srr, lang-men, lang-kqs, lang-kik, lang-bib, lang-dug, lang-nwb, lang-ema, lang-bum, lang-ahl, lang-bfd, lang-mos, lang-igb, lang-bbp, lang-tfi, lang-bkm, lang-rel, lang-dow, lang-aka, lang-mhi, lang-zne, lang-gbo, lang-gjn, lang-toq, lang-nga, lang-fue, lang-ted, lang-gnd, lang-kmw, lang-wol, lang-okr, lang-bze, lang-enn, lang-nuv, lang-mcp, lang-dzg, lang-pbi, lang-mdj, lang-bkc, lang-bjo, lang-mzw, lang-ife, lang-kzr, lang-bss, lang-ibo, lang-spy, lang-yor, lang-mgo, lang-mfn, lang-nnh, lang-maw, lang-wan, lang-mcu, lang-bkv, lang-ddn, lang-asg, lang-ada, lang-flr, lang-ncu, lang-mnk, lang-wib, lang-hau, lang-hag, lang-dbq, lang-neb, lang-xon, lang-nfr, lang-yam, lang-taq, lang-lug, lang-ozm, lang-beh, lang-dgi, lang-xsm, lang-bza, lang-apd, lang-ige, lang-bud, lang-nup, lang-mbo, lang-yas, lang-adj, lang-fuh, lang-bba, lang-fuq, lang-nhb, lang-ewo, lang-sur, lang-xpe, lang-nmz, lang-guw, lang-snk, lang-gej, lang-bhy, lang-kuj, lang-moa, lang-etu, lang-dop, lang-mzk, lang-fuf, lang-bin, lang-yat, lang-tem, lang-yre, lang-wob, lang-mnf, lang-daf, lang-sld, lang-bom, lang-kby, lang-ayb, lang-kbp, lang-bmq, lang-fmp, lang-myk, lang-bet, lang-gkp, lang-gud, lang-dyu, lang-vut, lang-avu, lang-lns, lang-dua, lang-sus, lang-kkj, lang-god, lang-bci, lang-ybb, lang-ewe, lang-ffm, lang-tbz, lang-gng, lang-fon, lang-gux, lang-bqc, lang-tuq, lang-abi, lang-mkw, lang-yer, lang-bav, lang-sba, lang-mkl, lang-lem, lang-lor, lang-izi, lang-wwa, lang-ajg, lang-dga, lang-pil, lang-lin, lang-xrb, lang-dag, lang-bam, lang-bim, lang-dyo, lang-fub, lang-cme, lang-ngb, lang-luo, lang-anc, lang-lig, lang-dje, lang-gya, lang-lok, lang-lmp",,"This book seeks to make accessible to a wider public a sample of some 200 alphabets of the languages of Africa, especially those alphabets developed in the last 20 years. These alphabets should give a broad display of the linguistic richness of African languages.(CR)(CR)Another purpose of this volume is to show what solutions have been adopted in various African countries for the difficult questions of special characters, writing tone, making word breaks, etc. We want to help developers of new alphabets make the wisest choices and to assist revisors make existing alphabets more practically useful. Hopefully it will also encourage the use of hitherto untapped resources.",This book only addresses Latin script orthographies.,book,w465dxaxwv,,,,,1993,,,,
